,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
467,John Spagnola\SpagJo00,1982,25,9-245,PHI,NFL,9,9,43.3,69.3,4.81,7.70,0,0,0,0,0,0,0,0,26,313,2,0
468,Will Tye\TyexWi00,2015,24,,NYG,NFL,13,7,62.4,104.4,4.80,8.03,0,0,0,0,0,0,0,0,42,464,3,1
469,Jermichael Finley\FinlJe00,2012,25,3-91,GNB,NFL,16,14,76.7,137.7,4.79,8.61,0,0,0,0,0,0,0,0,61,667,2,1
470,Ozzie Newsome*\NewsOz00,1980,24,1-23,CLE,NFL,16,16,76.7,127.7,4.79,7.98,0,0,0,0,0,2,13,0,51,594,3,2
471,Jacob Tamme\TammJa00,2015,30,4-127,ATL,NFL,15,8,71.7,130.7,4.78,8.71,0,0,0,0,0,0,0,0,59,657,1,0
472,Don Summers\SummDo20,1987,26,,GNB,NFL,3,1,14.3,21.3,4.77,7.10,0,0,0,0,0,0,0,0,7,83,1,0
473,Brandon Myers\MyerBr00,2013,28,6-202,NYG,NFL,16,14,76.2,123.2,4.76,7.70,0,0,0,0,0,0,0,0,47,522,4,0
474,Ben Watson\WatsBe00,2017,37,1-32,BAL,NFL,16,12,76.2,137.2,4.76,8.58,0,0,0,0,0,0,0,0,61,522,4,1
475,Ernie Conwell\ConwEr00,2001,29,2-59,STL,NFL,16,14,75.9,113.9,4.74,7.12,0,0,0,0,0,7,28,1,38,431,4,2
476,Joel Dreessen\DreeJo00,2010,28,6-198,HOU,NFL,16,10,75.8,111.8,4.74,6.99,0,0,0,0,0,0,0,0,36,518,4,1
477,Erron Kinney\KinnEr00,2005,28,3-68,TEN,NFL,14,14,66.3,121.3,4.74,8.66,0,0,0,0,0,0,0,0,55,543,2,0
478,Ulysses Norris\NorrUl00,1983,26,4-88,DET,NFL,15,15,71.1,97.1,4.74,6.47,0,0,0,0,0,0,0,0,26,291,7,0
479,Jimmy Graham\GrahJi00,2018,32,3-95,GNB,NFL,16,12,75.6,130.6,4.73,8.16,0,0,0,0,0,0,0,0,55,636,2,0
480,Heath Miller\MillHe00,2011,29,1-30,PIT,NFL,16,16,75.7,126.7,4.73,7.92,0,0,0,0,0,1,6,0,51,631,2,1
481,Scott Chandler\ChanSc00,2013,28,4-129,BUF,NFL,16,7,75.5,128.5,4.72,8.03,0,0,0,0,0,0,0,0,53,655,2,1
482,Alge Crumpler\CrumAl00,2002,25,2-35,ATL,NFL,16,9,75.5,111.5,4.72,6.97,0,0,0,0,0,0,0,0,36,455,5,0
483,Hoby Brenner\BrenHo00,1983,24,3-71,NOR,NFL,16,16,75.4,116.4,4.71,7.28,0,0,0,0,0,0,0,0,41,574,3,0
484,Keith McKeller\McKeKe01,1990,26,9-227,BUF,NFL,16,14,75.4,109.4,4.71,6.84,0,0,0,0,0,0,0,0,34,464,5,1
485,Mychal Rivera\RiveMy00,2014,24,6-184,OAK,NFL,16,10,75.4,133.4,4.71,8.34,0,0,0,0,0,0,0,0,58,534,4,3
486,Gary Barnidge\BarnGa01,2016,31,5-141,CLE,NFL,16,16,75.2,130.2,4.70,8.14,0,0,0,0,0,0,0,0,55,612,2,0
487,Todd Heap\HeapTo00,2012,32,1-31,ARI,NFL,2,1,9.4,17.4,4.70,8.70,0,0,0,0,0,0,0,0,8,94,0,0
488,Mark Bavaro\BavaMa00,1985,22,4-100,NYG,NFL,16,16,75.1,112.1,4.69,7.01,0,0,0,0,0,0,0,0,37,511,4,0
489,Brent Celek\CeleBr00,2010,25,5-162,PHI,NFL,16,15,75.1,117.1,4.69,7.32,0,0,0,0,0,0,0,0,42,511,4,0
490,Steve Heiden\HeidSt00,2004,28,3-69,CLE,NFL,13,13,60.7,88.7,4.67,6.82,0,0,0,0,0,0,0,0,28,287,5,1
491,Pete Mitchell\MitcPe00,1999,28,4-122,NYG,NFL,15,6,70.0,128.0,4.67,8.53,0,0,0,0,0,0,0,0,58,520,3,1
492,Owen Daniels\DaniOw00,2006,24,4-98,HOU,NFL,14,12,65.2,99.2,4.66,7.09,0,0,0,0,0,0,0,0,34,352,5,0
493,Rodney Holman\HolmRo00,1987,27,3-82,CIN,NFL,12,12,55.8,83.8,4.65,6.98,0,0,0,0,0,0,0,0,28,438,2,0
494,Shannon Sharpe*\SharSh00,1992,24,7-192,DEN,NFL,16,11,74.4,127.4,4.65,7.96,0,0,0,0,0,2,-6,0,53,640,2,1
495,Ken Dilger\DilgKe00,1996,25,2-48,IND,NFL,16,16,74.3,116.3,4.64,7.27,0,0,0,0,0,0,0,0,42,503,4,1
496,Al Dixon\DixoAl00,1982,28,7-178,KAN,NFL,8,6,37.1,55.1,4.64,6.89,0,0,0,0,0,0,0,0,18,251,2,0
497,Daniel Graham\GrahDa00,2003,25,1-21,NWE,NFL,14,9,64.9,102.9,4.64,7.35,0,0,0,0,0,0,0,0,38,409,4,0
498,Chris Herndon\HernCh00,2018,22,4-107,NYJ,NFL,16,12,74.2,113.2,4.64,7.08,0,0,0,0,0,0,0,0,39,502,4,2
499,David LaFleur\LaFlDa00,1999,25,1-22,DAL,NFL,16,16,74.2,109.2,4.64,6.83,0,0,0,0,0,0,0,0,35,322,7,0
500,Billy Joe DuPree\DuprBi00,1980,30,1-20,DAL,NFL,16,16,74.1,103.1,4.63,6.44,0,0,0,0,0,4,19,0,29,312,7,1
,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
501,Tony Gonzalez*\GonzTo00,1998,22,1-13,KAN,NFL,16,16,74.1,133.1,4.63,8.32,0,0,0,0,0,0,0,0,59,621,2,3
502,Brent Jones\JoneBr00,1989,26,5-135,SFO,NFL,16,16,74.0,114.0,4.63,7.13,0,0,0,0,0,0,0,0,40,500,4,0
503,Jeremy Shockey\ShocJe00,2011,31,1-14,CAR,NFL,15,13,69.5,106.5,4.63,7.10,0,0,0,0,0,0,0,0,37,455,4,2
504,John Spagnola\SpagJo00,1984,27,9-245,PHI,NFL,16,16,74.1,139.1,4.63,8.69,0,0,0,0,0,0,0,0,65,701,1,2
505,Mark Bavaro\BavaMa00,1990,27,4-100,NYG,NFL,15,15,69.3,102.3,4.62,6.82,0,0,0,0,0,0,0,0,33,393,5,0
506,Tony Hunter\HuntTo00,1983,23,1-12,BUF,NFL,13,3,60.0,96.0,4.62,7.38,0,0,0,0,0,2,28,0,36,402,3,1
507,David Hill\HillDa01,1981,27,2-46,DET,NFL,15,15,69.2,102.2,4.61,6.81,0,0,0,0,0,0,0,0,33,462,4,1
508,Steve Jordan\JordSt00,1991,30,7-179,MIN,NFL,16,16,73.8,130.8,4.61,8.18,0,0,0,0,0,0,0,0,57,638,2,2
509,Boo Williams\WillBo00,2003,24,,NOR,NFL,16,6,73.6,114.6,4.60,7.16,0,0,0,0,0,0,0,0,41,436,5,0
510,Marv Cook\CookMa00,1990,24,3-63,NWE,NFL,16,16,73.5,124.5,4.59,7.78,0,0,0,0,0,0,0,0,51,455,5,2
511,Mark Andrews\AndrMa00,2018,22,3-86,BAL,NFL,16,3,73.2,107.2,4.58,6.70,0,0,0,0,0,0,0,0,34,552,3,0
512,Alge Crumpler\CrumAl00,2003,26,2-35,ATL,NFL,16,16,73.2,117.2,4.58,7.33,0,0,0,0,0,0,0,0,44,552,3,1
513,Randy McMichael\McMiRa01,2002,23,4-114,MIA,NFL,16,16,73.3,112.3,4.58,7.02,0,0,0,0,0,1,8,0,39,485,4,1
514,Itula Mili\MiliIt00,2003,30,6-174,SEA,NFL,16,12,73.2,119.2,4.58,7.45,0,0,0,0,0,0,0,0,46,492,4,0
515,Jermaine Gresham\GresJe00,2013,25,1-21,CIN,NFL,14,14,63.8,109.8,4.56,7.84,0,0,0,0,0,0,0,0,46,458,4,3
516,Pete Metzelaars\MetzPe00,1994,34,3-75,BUF,NFL,16,16,72.8,121.8,4.55,7.61,0,0,0,0,0,0,0,0,49,428,5,0
517,O.J. Santiago\SantO.00,1998,24,3-70,ATL,NFL,16,16,72.8,99.8,4.55,6.24,0,0,0,0,0,0,0,0,27,428,5,1
518,Ben Watson\WatsBe00,2005,25,1-32,NWE,NFL,15,9,68.1,97.1,4.54,6.47,0,0,0,0,0,0,0,0,29,441,4,1
519,Paul Coffman\CoffPa00,1982,26,,GNB,NFL,9,9,40.7,63.7,4.52,7.08,0,0,0,0,0,0,0,0,23,287,2,0
520,Heath Miller\MillHe00,2013,31,1-30,PIT,NFL,14,14,63.3,121.3,4.52,8.66,0,0,0,0,0,0,0,0,58,593,1,1
521,Jeremy Shockey\ShocJe00,2010,30,1-14,NOR,NFL,13,11,58.8,99.8,4.52,7.68,0,0,0,0,0,0,0,0,41,408,3,0
522,Jamie Asher\AsheJa00,1996,24,5-137,WAS,NFL,16,12,72.1,114.1,4.51,7.13,0,0,0,0,0,0,0,0,42,481,4,0
523,Heath Miller\MillHe00,2010,28,1-30,PIT,NFL,14,14,63.2,105.2,4.51,7.51,0,0,0,0,0,0,0,0,42,512,2,1
524,Heath Miller\MillHe00,2015,33,1-30,PIT,NFL,15,15,67.7,127.7,4.51,8.51,0,0,0,0,0,1,2,0,60,535,2,0
525,John Tice\TiceJo00,1987,27,3-65,NOR,NFL,12,8,54.1,70.1,4.51,5.84,0,0,0,0,0,0,0,0,16,181,6,0
526,Vernon Davis\DaviVe00,2006,22,1-6,SFO,NFL,10,8,45.0,65.0,4.50,6.50,0,0,0,0,0,2,5,0,20,265,3,1
527,Ken Dilger\DilgKe00,2000,29,2-48,IND,NFL,16,16,71.8,118.8,4.49,7.43,0,0,0,0,0,0,0,0,47,538,3,1
528,Freddie Jones\JoneFr00,2001,27,2-45,SDG,NFL,14,9,62.8,97.8,4.49,6.99,0,0,0,0,0,0,0,0,35,388,4,0
529,Randy McMichael\McMiRa01,2003,24,4-114,MIA,NFL,16,16,71.8,120.8,4.49,7.55,0,0,0,0,0,0,0,0,49,598,2,0
530,Dustin Keller\KellDu00,2008,24,1-30,NYJ,NFL,16,6,71.5,119.5,4.47,7.47,0,0,0,0,0,0,0,0,48,535,3,0
531,Joel Dreessen\DreeJo00,2011,29,6-198,HOU,NFL,16,10,71.3,99.3,4.46,6.21,0,0,0,0,0,0,0,0,28,353,6,0
532,Jerramy Stevens\StevJe00,2006,27,1-28,SEA,NFL,11,6,49.1,71.1,4.46,6.46,0,0,0,0,0,0,0,0,22,231,4,1
533,Earl Cooper\CoopEa00,1984,27,1-13,SFO,NFL,16,8,71.2,112.2,4.45,7.01,0,0,0,0,0,3,13,0,41,459,4,0
534,Zach Miller\MillZa02,2017,33,6-180,CHI,NFL,8,6,35.6,55.6,4.45,6.95,0,0,0,0,0,0,0,0,20,236,2,0
535,Bruce Hardy\HardBr00,1986,30,9-247,MIA,NFL,16,16,71.0,125.0,4.44,7.81,0,0,0,0,0,0,0,0,54,430,5,2
536,Damone Johnson\JohnDa01,1988,26,6-162,RAM,NFL,16,15,71.0,113.0,4.44,7.06,0,0,0,0,0,0,0,0,42,350,6,0
537,Brent Jones\JoneBr00,1996,33,5-135,SFO,NFL,11,10,48.8,81.8,4.44,7.44,0,0,0,0,0,0,0,0,33,428,1,0
538,Wesley Walls\WallWe00,1994,28,2-56,NOR,NFL,15,7,66.6,104.6,4.44,6.97,0,0,0,0,0,0,0,0,38,406,4,0
539,Zach Ertz\ErtzZa00,2013,23,2-35,PHI,NFL,16,3,70.9,106.9,4.43,6.68,0,0,0,0,0,0,0,0,36,469,4,0
540,Ferrell Edmunds\EdmuFe00,1988,23,3-73,MIA,NFL,16,14,70.7,103.7,4.42,6.48,0,0,0,0,0,1,-8,0,33,575,3,4
541,Pat Beach\BeacPa00,1985,26,6-140,IND,NFL,16,16,70.6,106.6,4.41,6.66,0,0,0,0,0,0,0,0,36,376,6,3
542,Bennie Cunningham\CunnBe00,1982,28,1-28,PIT,NFL,9,9,39.7,60.7,4.41,6.74,0,0,0,0,0,0,0,0,21,277,2,0
543,Jackie Harris\HarrJa00,1992,24,4-102,GNB,NFL,16,11,70.5,125.5,4.41,7.84,0,0,0,0,0,0,0,0,55,595,2,1
544,Austin Hooper\HoopAu00,2017,23,3-81,ATL,NFL,16,8,70.6,119.6,4.41,7.48,0,0,0,0,0,0,0,0,49,526,3,0
545,Ted Popson\PopsTe00,1996,30,11-306,SFO,NFL,15,6,66.1,92.1,4.41,6.14,0,0,0,0,0,0,0,0,26,301,6,0
546,Jamie Williams\WillJa00,1984,24,3-63,HOU,NFL,16,16,70.5,111.5,4.41,6.97,0,0,0,0,0,0,0,0,41,545,3,2
547,Russ Francis\FranRu00,1982,29,1-16,SFO,NFL,9,4,39.6,62.6,4.40,6.96,1,1,45,0,0,0,0,0,23,278,2,2
548,Greg Olsen\OlseGr00,2010,25,1-31,CHI,NFL,16,13,70.4,111.4,4.40,6.96,0,0,0,0,0,0,0,0,41,404,5,2
549,Ben Watson\WatsBe00,2009,29,1-32,NWE,NFL,16,7,70.4,99.4,4.40,6.21,0,0,0,0,0,0,0,0,29,404,5,0
550,Vernon Davis\DaviVe00,2016,32,1-6,WAS,NFL,16,14,70.3,114.3,4.39,7.14,0,0,0,0,0,0,0,0,44,583,2,0
551,Jimmy Graham\GrahJi00,2010,24,3-95,NOR,NFL,15,5,65.9,96.9,4.39,6.46,0,0,0,0,0,1,3,0,31,356,5,1
552,Kyle Brady\BradKy00,2002,30,1-9,JAX,NFL,16,16,70.1,113.1,4.38,7.07,0,0,0,0,0,0,0,0,43,461,4,0
553,Kerry Cash\CashKe01,1992,23,5-125,IND,NFL,16,16,70.1,113.1,4.38,7.07,0,0,0,0,0,0,0,0,43,521,3,0
554,Ed West\WestEd00,1989,28,,GNB,NFL,13,12,56.9,78.9,4.38,6.07,0,0,0,0,0,0,0,0,22,269,5,0
555,Charle Young\YounCh00,1981,30,1-6,SFO,NFL,16,16,70.0,107.0,4.38,6.69,0,0,0,0,0,0,0,0,37,400,5,0
556,Dallas Clark\ClarDa00,2013,34,1-24,BAL,NFL,12,0,52.3,83.3,4.36,6.94,0,0,0,0,0,0,0,0,31,343,3,0
557,Owen Daniels\DaniOw00,2015,33,4-98,DEN,NFL,16,16,69.7,115.7,4.36,7.23,0,0,0,0,0,0,0,0,46,517,3,0
558,Troy Drayton\DrayTr00,1995,25,2-39,STL,NFL,16,16,69.8,116.8,4.36,7.30,0,0,0,0,0,0,0,0,47,458,4,2
559,Freddie Jones\JoneFr00,2003,29,2-45,ARI,NFL,16,16,69.7,124.7,4.36,7.79,0,0,0,0,0,0,0,0,55,517,3,0
560,Marcus Pollard\PollMa00,2005,33,,DET,NFL,16,16,69.6,115.6,4.35,7.23,0,0,0,0,0,0,0,0,46,516,3,1
561,Derrick Ramsey\RamsDe00,1983,27,5-136,2TM,NFL,16,7,69.5,93.5,4.34,5.84,0,0,0,0,0,0,0,0,24,335,6,0
562,Eric Sievers\SievEr00,1984,27,4-107,SDG,NFL,14,13,60.8,101.8,4.34,7.27,0,0,0,0,0,0,0,0,41,438,3,1
563,Christian Fauria\FaurCh00,2002,31,2-39,NWE,NFL,16,13,69.3,96.3,4.33,6.02,0,0,0,0,0,0,0,0,27,253,7,0
564,Heath Miller\MillHe00,2006,24,1-30,PIT,NFL,16,16,69.3,103.3,4.33,6.46,0,0,0,0,0,0,0,0,34,393,5,0
565,Jeb Putzier\PutzJe00,2004,25,6-191,DEN,NFL,16,5,69.2,105.2,4.33,6.58,0,0,0,0,0,0,0,0,36,572,2,0
566,Coby Fleener\FleeCo00,2015,27,2-34,IND,NFL,16,11,69.1,123.1,4.32,7.69,0,0,0,0,0,0,0,0,54,491,3,0
567,Steve Jordan\JordSt00,1993,32,7-179,MIN,NFL,14,12,60.2,116.2,4.30,8.30,0,0,0,0,0,0,0,0,56,542,1,0
568,Dallas Clark\ClarDa00,2011,32,1-24,IND,NFL,11,10,47.2,81.2,4.29,7.38,0,0,0,0,0,0,0,0,34,352,2,1
569,Larry Donnell\DonnLa00,2015,27,,NYG,NFL,8,8,34.3,63.3,4.29,7.91,0,0,0,0,0,0,0,0,29,223,2,0
570,Andrew Glover\GlovAn00,1997,30,10-274,MIN,NFL,13,11,55.8,87.8,4.29,6.75,0,0,0,0,0,0,0,0,32,378,3,0
571,Rodney Holman\HolmRo00,1988,28,3-82,CIN,NFL,16,16,68.7,107.7,4.29,6.73,0,0,0,0,0,0,0,0,39,527,3,2
572,Tony McGee\McGeTo00,1996,25,2-37,CIN,NFL,16,16,68.6,106.6,4.29,6.66,0,0,0,0,0,0,0,0,38,446,4,0
573,Robert Awalt\AwalRo00,1988,24,3-62,PHO,NFL,16,15,68.4,107.4,4.28,6.71,0,0,0,0,0,0,0,0,39,454,4,1
574,Steve Jordan\JordSt00,1984,23,7-179,MIN,NFL,14,14,59.8,97.8,4.27,6.99,0,0,0,0,0,1,4,1,38,414,2,0
575,Billy Miller\MillBi00,2008,31,7-218,NOR,NFL,15,5,63.9,108.9,4.26,7.26,0,0,0,0,0,0,0,0,45,579,1,0
576,Bo Scaife\ScaiBo00,2008,27,6-179,TEN,NFL,16,7,68.1,126.1,4.26,7.88,0,0,0,0,0,0,0,0,58,561,2,1
577,Ben Watson\WatsBe00,2012,32,1-32,CLE,NFL,16,14,68.1,117.1,4.26,7.32,0,0,0,0,0,0,0,0,49,501,3,1
578,Jeff Cumberland\CumbJe00,2013,26,,NYJ,NFL,15,12,63.8,89.8,4.25,5.99,0,0,0,0,0,0,0,0,26,398,4,0
579,Rodney Holman\HolmRo00,1986,26,3-82,CIN,NFL,16,16,68.0,108.0,4.25,6.75,0,0,0,0,0,0,0,0,40,570,2,1
580,Marcedes Lewis\LewiMa00,2009,25,1-28,JAX,NFL,15,15,63.8,95.8,4.25,6.39,0,0,0,0,0,0,0,0,32,518,2,1
581,Jim Price\PricJi00,1991,25,,RAM,NFL,12,6,51.0,86.0,4.25,7.17,0,0,0,0,0,0,0,0,35,410,2,2
582,Paul Coffman\CoffPa00,1980,24,,GNB,NFL,16,16,67.9,109.9,4.24,6.87,0,0,0,0,0,1,3,0,42,496,3,0
583,Brandon Pettigrew\PettBr00,2009,24,1-20,DET,NFL,11,11,46.6,76.6,4.24,6.96,0,0,0,0,0,0,0,0,30,346,2,1
584,Scott Chandler\ChanSc00,2014,29,4-129,BUF,NFL,16,5,67.7,114.7,4.23,7.17,0,0,0,0,0,0,0,0,47,497,3,0
585,Steve Jordan\JordSt00,1989,28,7-179,MIN,NFL,16,15,67.6,102.6,4.23,6.41,0,0,0,0,0,0,0,0,35,506,3,1
586,George Kittle\KittGe00,2017,24,5-146,SFO,NFL,15,7,63.5,106.5,4.23,7.10,0,0,0,0,0,0,0,0,43,515,2,0
587,L.J. Smith\SmitL.00,2004,24,2-61,PHI,NFL,16,8,67.7,101.7,4.23,6.36,0,0,0,0,0,0,0,0,34,377,5,0
588,Kellen Winslow\WinsKe01,2013,30,1-6,NYJ,NFL,12,3,50.8,81.8,4.23,6.82,0,0,0,0,0,0,0,0,31,388,2,0
589,Dwayne Carswell\CarsDw00,2000,28,,DEN,NFL,16,16,67.5,116.5,4.22,7.28,0,0,0,0,0,0,0,0,49,495,3,0
590,Dallas Clark\ClarDa00,2012,33,1-24,TAM,NFL,16,7,67.5,114.5,4.22,7.16,0,0,0,0,0,0,0,0,47,435,4,0
591,Anthony Fasano\FasaAn00,2013,29,2-53,KAN,NFL,9,9,38.0,61.0,4.22,6.78,0,0,0,0,0,0,0,0,23,200,3,0
592,Jacob Tamme\TammJa00,2012,27,4-127,DEN,NFL,16,8,67.5,119.5,4.22,7.47,0,0,0,0,0,0,0,0,52,555,2,0
593,Clint Didier\DidiCl00,1985,26,12-314,WAS,NFL,16,14,67.3,108.3,4.21,6.77,0,0,0,0,0,0,0,0,41,433,4,0
594,Eric Bjornson\BjorEr00,1996,25,4-110,DAL,NFL,14,10,58.8,106.8,4.20,7.63,0,0,0,0,0,0,0,0,48,388,3,1
595,Cam Cleeland\CleeCa00,2001,26,2-40,NOR,NFL,9,7,37.8,50.8,4.20,5.64,0,0,0,0,0,0,0,0,13,138,4,1
596,Rod Jones\JoneRo00,1987,23,8-223,KAN,NFL,3,1,12.6,20.6,4.20,6.87,0,0,0,0,0,0,0,0,8,76,1,1
597,Mark Campbell\CampMa00,2004,29,,BUF,NFL,12,12,50.3,67.3,4.19,5.61,0,0,0,0,0,0,0,0,17,203,5,1
598,Pete Holohan\HoloPe00,1985,26,7-189,SDG,NFL,15,3,62.8,104.8,4.19,6.99,0,1,0,0,0,0,0,0,42,458,3,1
599,Dustin Keller\KellDu00,2009,25,1-30,NYJ,NFL,16,12,66.9,111.9,4.18,6.99,0,0,0,0,0,1,7,0,45,522,2,1
600,Sylvester Byrd\ByrdSy20,1987,24,,ATL,NFL,3,2,12.5,19.5,4.17,6.50,0,0,0,0,0,0,0,0,7,125,0,0
,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
601,Jared Cook\CookJa02,2016,29,3-89,GNB,NFL,10,5,41.7,71.7,4.17,7.17,0,0,0,0,0,0,0,0,30,377,1,1
602,Lin Dawson\DawsLi00,1984,25,8-212,NWE,NFL,16,15,66.7,105.7,4.17,6.61,0,0,0,0,0,0,0,0,39,427,4,0
603,Dennis Pitta\PittDe00,2014,29,4-114,BAL,NFL,3,3,12.5,28.5,4.17,9.50,0,0,0,0,0,0,0,0,16,125,0,0
604,Clarence Kay\KayxCl00,1988,27,7-186,DEN,NFL,14,14,58.2,92.2,4.16,6.59,0,0,0,0,0,0,0,0,34,352,4,1
605,Irv Smith\SmitIr00,1995,24,1-20,NOR,NFL,16,16,66.6,111.6,4.16,6.98,0,0,0,0,0,0,0,0,45,466,3,1
606,Stephen Alexander\AlexSt00,1998,23,2-48,WAS,NFL,15,5,62.3,99.3,4.15,6.62,0,0,0,0,0,0,0,0,37,383,4,2
607,Erron Kinney\KinnEr00,2004,27,3-68,TEN,NFL,9,9,37.3,62.3,4.14,6.92,0,0,0,0,0,0,0,0,25,193,3,0
608,Leonard Pope\PopeLe00,2007,24,3-72,ARI,NFL,13,11,53.8,76.8,4.14,5.91,0,0,0,0,0,0,0,0,23,238,5,1
609,Dan Ross\RossDa00,1983,26,2-30,CIN,NFL,16,15,66.3,108.3,4.14,6.77,0,0,0,0,0,0,0,0,42,483,3,0
610,Ryan Griffin\GrifRy00,2015,25,6-201,HOU,NFL,9,4,37.1,57.1,4.12,6.34,0,0,0,0,0,0,0,0,20,251,2,0
611,Chris Baker\BakeCh00,2005,26,3-88,NYJ,NFL,8,8,32.9,50.9,4.11,6.36,0,0,0,0,0,0,0,0,18,269,1,1
612,Pete Metzelaars\MetzPe00,1992,32,3-75,BUF,NFL,16,7,65.8,95.8,4.11,5.99,0,0,0,0,0,0,0,0,30,298,6,0
613,Ernie Conwell\ConwEr00,2003,31,2-59,NOR,NFL,10,10,41.0,67.0,4.10,6.70,0,0,0,0,0,0,0,0,26,290,2,1
614,Joel Dreessen\DreeJo00,2012,30,6-198,DEN,NFL,16,15,65.6,106.6,4.10,6.66,0,0,0,0,0,0,0,0,41,356,5,0
615,Jim Kleinsasser\KleiJi00,2003,26,2-44,MIN,NFL,16,16,65.6,111.6,4.10,6.98,0,0,0,0,0,2,15,0,46,401,4,0
616,Anthony Fasano\FasaAn00,2012,28,2-53,MIA,NFL,16,16,65.2,106.2,4.08,6.64,0,0,0,0,0,0,0,0,41,332,5,0
617,Michael Hoomanawanui\HoomMi00,2010,22,5-132,STL,NFL,8,3,32.6,45.6,4.08,5.70,0,0,0,0,0,0,0,0,13,146,3,0
618,Marcedes Lewis\LewiMa00,2014,30,1-28,JAX,NFL,8,8,32.6,50.6,4.08,6.33,0,0,0,0,0,0,0,0,18,206,2,0
619,Ben Watson\WatsBe00,2011,31,1-32,CLE,NFL,13,11,53.0,90.0,4.08,6.92,0,0,0,0,0,0,0,0,37,410,2,0
620,Stephen Alexander\AlexSt00,2002,27,2-48,SDG,NFL,14,14,57.0,102.0,4.07,7.29,0,0,0,0,0,0,0,0,45,510,1,1
621,Tony Scheffler\ScheTo00,2006,23,2-61,DEN,NFL,13,5,52.9,70.9,4.07,5.45,0,0,0,0,0,1,3,0,18,286,4,0
622,Tony Hunter\HuntTo00,1984,24,1-12,BUF,NFL,11,9,44.7,77.7,4.06,7.06,0,0,0,0,0,1,6,0,33,331,2,1
623,Visanthe Shiancoe\ShiaVi00,2010,30,3-91,MIN,NFL,16,9,65.0,112.0,4.06,7.00,0,0,0,0,0,0,0,0,47,530,2,0
624,Julius Thomas\ThomJu00,2017,29,4-129,MIA,NFL,14,13,56.8,97.8,4.06,6.99,0,0,0,0,0,0,0,0,41,388,3,1
625,Jordan Reed\ReedJo02,2014,24,3-85,WAS,NFL,11,2,44.5,94.5,4.05,8.59,0,0,0,0,0,0,0,0,50,465,0,1
626,Jay Riemersma\RiemJa00,1998,25,7-244,BUF,NFL,16,3,64.8,89.8,4.05,5.61,0,0,0,0,0,0,0,0,25,288,6,0
627,Joseph Fauria\FaurJo00,2013,23,,DET,NFL,16,2,64.7,82.7,4.04,5.17,0,0,0,0,0,0,0,0,18,207,7,0
628,Pete Mitchell\MitcPe00,1995,24,4-122,JAX,NFL,16,5,64.7,105.7,4.04,6.61,0,0,0,0,0,0,0,0,41,527,2,0
629,Mychal Rivera\RiveMy00,2013,23,6-184,OAK,NFL,16,3,64.7,102.7,4.04,6.42,0,0,0,0,0,0,0,0,38,407,4,0
630,Alex Smith\SmitAl02,2007,25,3-71,TAM,NFL,14,14,56.5,88.5,4.04,6.32,0,0,0,0,0,0,0,0,32,385,3,0
631,Ernie Conwell\ConwEr00,1997,25,2-59,STL,NFL,16,16,64.4,102.4,4.03,6.40,0,0,0,0,0,0,0,0,38,404,4,0
632,Pete Metzelaars\MetzPe00,1986,26,3-75,BUF,NFL,16,16,64.5,113.5,4.03,7.09,0,0,0,0,0,0,0,0,49,485,3,2
633,Jeremy Shockey\ShocJe00,2008,28,1-14,NOR,NFL,12,11,48.3,98.3,4.03,8.19,0,0,0,0,0,0,0,0,50,483,0,2
634,Eric Green\GreeEr00,1998,31,1-21,BAL,NFL,12,12,48.2,82.2,4.02,6.85,0,0,0,0,0,0,0,0,34,422,1,4
635,Bo Scaife\ScaiBo00,2006,25,6-179,TEN,NFL,14,12,56.3,85.3,4.02,6.09,0,0,0,0,0,1,13,1,29,370,2,1
636,Brian Kinchen\KincBr00,1996,31,12-320,BAL,NFL,16,16,64.1,119.1,4.01,7.44,0,0,0,0,0,0,0,0,55,581,1,1
637,Jordan Cameron\CameJo00,2016,28,4-102,MIA,NFL,3,3,12.0,20.0,4.00,6.67,0,0,0,0,0,0,0,0,8,60,1,0
638,Dallas Clark\ClarDa00,2003,24,1-24,IND,NFL,10,10,40.0,69.0,4.00,6.90,0,0,0,0,0,0,0,0,29,340,1,0
639,Ken Dilger\DilgKe00,1997,26,2-48,IND,NFL,14,14,56.0,83.0,4.00,5.93,0,0,0,0,0,0,0,0,27,380,3,0
640,Troy Drayton\DrayTr00,1994,24,2-39,RAM,NFL,16,16,64.0,96.0,4.00,6.00,0,0,0,0,0,1,4,0,32,276,6,0
